CSD,BORO,GRADE ,PROGRAM TYPE,CORE SUBJECT (MS CORE and 9-12 ONLY),CORE COURSE (MS CORE and 9-12 ONLY),SERVICE CATEGORY(K-9* ONLY),NUMBER OF STUDENTS / SEATS FILLED,NUMBER OF SECTIONS,AVERAGE CLASS SIZE
12,X,MS Core,SPEC ED,SOCIAL STUDIES,MS Social Studies Core,-,334,32,10.4
12,X,09-12,GEN ED,ENGLISH,English 9,-,1077,54,19.9
12,X,09-12,GEN ED,ENGLISH,English 10,-,840,39,21.5
12,X,09-12,GEN ED,ENGLISH,English 11,-,1256,50,25.1
12,X,09-12,GEN ED,ENGLISH,English 12,-,792,37,21.4
12,X,09-12,GEN ED,ENGLISH,MS English Core,-,332,14,23.7
12,X,09-12,GEN ED,ENGLISH,Other English,-,1104,51,21.6
12,X,09-12,GEN ED,MATH,Integrated Algebra,-,2089,88,23.7
12,X,09-12,GEN ED,MATH,Geometry,-,1052,48,21.9
12,X,09-12,GEN ED,MATH,Trigonometry,-,399,21,19
12,X,09-12,GEN ED,MATH,Math A,-,219,9,24.3
12,X,09-12,GEN ED,MATH,Math B,-,155,12,12.9
12,X,09-12,GEN ED,MATH,Other Math,-,205,12,17.1
12,X,09-12,GEN ED,SCIENCE,Earth Science,-,1071,43,24.9
12,X,09-12,GEN ED,SCIENCE,Living Environment,-,1906,76,25.1
12,X,09-12,GEN ED,SCIENCE,Chemistry,-,1101,49,22.5
12,X,09-12,GEN ED,SCIENCE,Physics,-,423,22,19.2
12,X,09-12,GEN ED,SCIENCE,Other Science,-,995,48,20.7
12,X,09-12,GEN ED,SOCIAL STUDIES,Global History & Geography,-,3157,139,22.7
12,X,09-12,GEN ED,SOCIAL STUDIES,US History & Government,-,1088,45,24.2
12,X,09-12,GEN ED,SOCIAL STUDIES,Economics,-,520,21,24.8
12,X,09-12,GEN ED,SOCIAL STUDIES,Participation in Government,-,389,16,24.3
12,X,09-12,GEN ED,SOCIAL STUDIES,Other Social Studies,-,280,12,23.3
12,X,09-12,CTT,ENGLISH,English 9,-,249,12,20.8
12,X,09-12,CTT,ENGLISH,English 10,-,291,11,26.5
12,X,09-12,CTT,ENGLISH,English 11,-,290,13,22.3
12,X,09-12,CTT,ENGLISH,English 12,-,127,5,25.4
12,X,09-12,CTT,ENGLISH,MS English Core,-,45,2,22.5
12,X,09-12,CTT,ENGLISH,Other English,-,133,6,22.2
12,X,09-12,CTT,MATH,Integrated Algebra,-,696,28,24.9
12,X,09-12,CTT,MATH,Geometry,-,57,3,19
12,X,09-12,CTT,MATH,Trigonometry,-,31,2,15.5
12,X,09-12,CTT,MATH,Math A,-,67,3,22.3
12,X,09-12,CTT,SCIENCE,Earth Science,-,279,12,23.3
12,X,09-12,CTT,SCIENCE,Living Environment,-,439,17,25.8
12,X,09-12,CTT,SCIENCE,Chemistry,-,162,6,27
12,X,09-12,CTT,SCIENCE,Physics,-,177,7,25.3
12,X,09-12,CTT,SCIENCE,Other Science,-,318,14,22.7
12,X,09-12,CTT,SOCIAL STUDIES,Global History & Geography,-,615,27,22.8
12,X,09-12,CTT,SOCIAL STUDIES,US History & Government,-,295,13,22.7
12,X,09-12,CTT,SOCIAL STUDIES,Economics,-,50,2,25
12,X,09-12,CTT,SOCIAL STUDIES,Participation in Government,-,21,1,21
12,X,09-12,CTT,SOCIAL STUDIES,Other Social Studies,-,89,4,22.3
12,X,09-12,SPEC ED,ENGLISH,English 9,-,64,5,12.8
12,X,09-12,SPEC ED,ENGLISH,English 10,-,37,3,12.3
12,X,09-12,SPEC ED,ENGLISH,English 11,-,30,3,10
12,X,09-12,SPEC ED,ENGLISH,English 12,-,23,2,11.5
12,X,09-12,SPEC ED,ENGLISH,MS English Core,-,32,3,10.7
12,X,09-12,SPEC ED,ENGLISH,Other English,-,28,2,14
12,X,09-12,SPEC ED,MATH,Integrated Algebra,-,87,6,14.5
12,X,09-12,SPEC ED,MATH,Geometry,-,10,1,10
12,X,09-12,SPEC ED,MATH,Trigonometry,-,11,1,11
12,X,09-12,SPEC ED,MATH,Other Math,-,14,1,14
12,X,09-12,SPEC ED,SCIENCE,Earth Science,-,36,3,12
12,X,09-12,SPEC ED,SCIENCE,Living Environment,-,108,7,15.4
12,X,09-12,SPEC ED,SCIENCE,Other Science,-,52,4,13
12,X,09-12,SPEC ED,SOCIAL STUDIES,Global History & Geography,-,86,6,14.3
12,X,09-12,SPEC ED,SOCIAL STUDIES,US History & Government,-,32,3,10.7
12,X,09-12,SPEC ED,SOCIAL STUDIES,Participation in Government,-,11,1,11
13,K,0K,GEN ED,-,-,-,886,43,20.6
13,K,0K,CTT,-,-,-,203,10,20.3
13,K,0K,G&T,-,-,-,15,1,15
13,K,01,GEN ED,-,-,-,936,44,21.3
13,K,01,CTT,-,-,-,161,8,20.1
13,K,01,G&T,-,-,-,24,1,24
13,K,02,GEN ED,-,-,-,894,43,20.8
13,K,02,CTT,-,-,-,133,7,19
13,K,02,G&T,-,-,-,19,1,19
13,K,03,GEN ED,-,-,-,867,38,22.8
13,K,03,CTT,-,-,-,107,5,21.4
13,K,03,G&T,-,-,-,52,2,26
13,K,04,GEN ED,-,-,-,813,37,22
13,K,04,CTT,-,-,-,127,6,21.2
13,K,04,G&T,-,-,-,69,3,23
13,K,05,GEN ED,-,-,-,808,35,23.1
13,K,05,CTT,-,-,-,131,7,18.7
13,K,05,G&T,-,-,-,47,2,23.5
13,K,06,GEN ED,-,-,-,895,38,23.6
13,K,06,CTT,-,-,-,191,8,23.9
13,K,07,GEN ED,-,-,-,862,37,23.3
13,K,07,CTT,-,-,-,200,8,25
13,K,08,GEN ED,-,-,-,838,34,24.6
13,K,08,CTT,-,-,-,214,8,26.8
13,K,0K-09,SPEC ED,-,-,12:1,115,13,8.8
13,K,0K-09,SPEC ED,-,-,12:1:1,449,50,9
13,K,0K-09,SPEC ED,-,-,6:1:1,6,1,6
13,K,MS Core,GEN ED,ENGLISH,MS English Core,-,1892,82,23.1
13,K,MS Core,GEN ED,MATH,MS Math Core,-,1444,64,22.6
13,K,MS Core,GEN ED,MATH,Integrated Algebra,-,65,3,21.7
13,K,MS Core,GEN ED,MATH,Math A,-,46,1,46
13,K,MS Core,GEN ED,SCIENCE,MS Science Core,-,1363,61,22.3
13,K,MS Core,GEN ED,SCIENCE,Earth Science,-,87,3,29
13,K,MS Core,GEN ED,SCIENCE,Other Science,-,264,9,29.3
13,K,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,1635,73,22.4
13,K,MS Core,GEN ED,SOCIAL STUDIES,Global History & Geography,-,10,1,10
13,K,MS Core,GEN ED,SOCIAL STUDIES,Other Social Studies,-,141,6,23.5
13,K,MS Core,CTT,ENGLISH,MS English Core,-,341,15,22.7
13,K,MS Core,CTT,MATH,MS Math Core,-,331,14,23.6
13,K,MS Core,CTT,SCIENCE,MS Science Core,-,351,15,23.4
13,K,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,338,15,22.5
13,K,MS Core,CTT,SOCIAL STUDIES,Other Social Studies,-,20,1,20
13,K,MS Core,SPEC ED,ENGLISH,MS English Core,-,97,9,10.8
13,K,MS Core,SPEC ED,MATH,MS Math Core,-,103,9,11.4
13,K,MS Core,SPEC ED,SCIENCE,MS Science Core,-,86,8,10.8
13,K,MS Core,SPEC ED,SCIENCE,Other Science,-,10,1,10
13,K,MS Core,SPEC ED,SOCIAL STUDIES,MS Social Studies Core,-,73,7,10.4
13,K,09-12,GEN ED,ENGLISH,English 9,-,3330,124,26.9
13,K,09-12,GEN ED,ENGLISH,English 10,-,2700,97,27.8
13,K,09-12,GEN ED,ENGLISH,English 11,-,2606,96,27.1
13,K,09-12,GEN ED,ENGLISH,English 12,-,1081,45,24
13,K,09-12,GEN ED,ENGLISH,MS English Core,-,102,5,20.4
13,K,09-12,GEN ED,ENGLISH,Other English,-,2361,95,24.9
13,K,09-12,GEN ED,MATH,Integrated Algebra,-,2165,95,22.8
13,K,09-12,GEN ED,MATH,Geometry,-,2772,101,27.4
13,K,09-12,GEN ED,MATH,Trigonometry,-,2600,88,29.5
13,K,09-12,GEN ED,MATH,Math A,-,1438,51,28.2
13,K,09-12,GEN ED,MATH,Other Math,-,1042,41,25.4
13,K,09-12,GEN ED,SCIENCE,Earth Science,-,1380,60,23
13,K,09-12,GEN ED,SCIENCE,Living Environment,-,5064,182,27.8
13,K,09-12,GEN ED,SCIENCE,Chemistry,-,4717,171,27.6
13,K,09-12,GEN ED,SCIENCE,Physics,-,3188,99,32.2
13,K,09-12,GEN ED,SCIENCE,Other Science,-,2207,82,26.9
13,K,09-12,GEN ED,SOCIAL STUDIES,Global History & Geography,-,5826,217,26.8
13,K,09-12,GEN ED,SOCIAL STUDIES,US History & Government,-,2771,99,28
13,K,09-12,GEN ED,SOCIAL STUDIES,Economics,-,543,19,28.6
13,K,09-12,GEN ED,SOCIAL STUDIES,Participation in Government,-,1852,63,29.4
13,K,09-12,GEN ED,SOCIAL STUDIES,Other Social Studies,-,1613,57,28.3
13,K,09-12,CTT,ENGLISH,English 9,-,269,11,24.5
13,K,09-12,CTT,ENGLISH,English 10,-,225,8,28.1
13,K,09-12,CTT,ENGLISH,English 11,-,212,8,26.5
13,K,09-12,CTT,ENGLISH,English 12,-,166,6,27.7
13,K,09-12,CTT,ENGLISH,Other English,-,228,11,20.7
13,K,09-12,CTT,MATH,Integrated Algebra,-,469,18,26.1
13,K,09-12,CTT,MATH,Geometry,-,255,9,28.3
13,K,09-12,CTT,MATH,Trigonometry,-,102,4,25.5
13,K,09-12,CTT,MATH,Math A,-,26,2,13
13,K,09-12,CTT,SCIENCE,Earth Science,-,212,7,30.3
13,K,09-12,CTT,SCIENCE,Living Environment,-,535,20,26.8
13,K,09-12,CTT,SCIENCE,Chemistry,-,269,8,33.6
13,K,09-12,CTT,SCIENCE,Physics,-,24,1,24
13,K,09-12,CTT,SCIENCE,Other Science,-,83,3,27.7
13,K,09-12,CTT,SOCIAL STUDIES,Global History & Geography,-,524,19,27.6
13,K,09-12,CTT,SOCIAL STUDIES,US History & Government,-,332,12,27.7
13,K,09-12,CTT,SOCIAL STUDIES,Participation in Government,-,133,5,26.6
13,K,09-12,CTT,SOCIAL STUDIES,Other Social Studies,-,121,5,24.2
13,K,09-12,SPEC ED,ENGLISH,English 9,-,39,3,13
13,K,09-12,SPEC ED,ENGLISH,English 10,-,23,3,7.7
13,K,09-12,SPEC ED,ENGLISH,English 11,-,21,2,10.5
13,K,09-12,SPEC ED,ENGLISH,English 12,-,18,2,9
13,K,09-12,SPEC ED,ENGLISH,MS English Core,-,25,2,12.5
13,K,09-12,SPEC ED,ENGLISH,Other English,-,30,3,10
13,K,09-12,SPEC ED,MATH,Integrated Algebra,-,61,5,12.2
13,K,09-12,SPEC ED,MATH,Geometry,-,7,1,7
13,K,09-12,SPEC ED,MATH,Trigonometry,-,22,2,11
13,K,09-12,SPEC ED,MATH,Other Math,-,11,1,11
13,K,09-12,SPEC ED,SCIENCE,Earth Science,-,21,2,10.5
13,K,09-12,SPEC ED,SCIENCE,Living Environment,-,36,4,9
13,K,09-12,SPEC ED,SCIENCE,Other Science,-,73,6,12.2
13,K,09-12,SPEC ED,SOCIAL STUDIES,Global History & Geography,-,59,6,9.8
13,K,09-12,SPEC ED,SOCIAL STUDIES,US History & Government,-,33,3,11
13,K,09-12,SPEC ED,SOCIAL STUDIES,Participation in Government,-,37,3,12.3
13,K,09-12,SPEC ED,SOCIAL STUDIES,Other Social Studies,-,25,2,12.5
14,K,0K,GEN ED,-,-,-,1077,54,19.9
14,K,0K,CTT,-,-,-,141,7,20.1
14,K,0K,G&T,-,-,-,7,1,7
14,K,01,GEN ED,-,-,-,1167,55,21.2
14,K,01,CTT,-,-,-,126,7,18
14,K,01,G&T,-,-,-,26,1,26
14,K,02,GEN ED,-,-,-,1157,51,22.7
14,K,02,CTT,-,-,-,129,6,21.5
14,K,02,G&T,-,-,-,18,1,18
14,K,03,GEN ED,-,-,-,1087,50,21.7
14,K,03,CTT,-,-,-,141,7,20.1
14,K,03,G&T,-,-,-,21,1,21
14,K,04,GEN ED,-,-,-,1110,49,22.7
14,K,04,CTT,-,-,-,128,6,21.3
14,K,05,GEN ED,-,-,-,1082,46,23.5
14,K,05,CTT,-,-,-,99,4,24.8
14,K,06,GEN ED,-,-,-,1136,41,27.7
14,K,06,CTT,-,-,-,95,4,23.8
14,K,07,GEN ED,-,-,-,1123,39,28.8
14,K,07,CTT,-,-,-,181,8,22.6
14,K,08,GEN ED,-,-,-,1149,41,28
14,K,08,CTT,-,-,-,173,7,24.7
14,K,0K-09,SPEC ED,-,-,12:1,153,15,10.2
14,K,0K-09,SPEC ED,-,-,12:1:1,698,71,9.8
14,K,0K-09,SPEC ED,-,-,15:1,12,1,12
14,K,MS Core,GEN ED,ENGLISH,MS English Core,-,1790,72,24.9
14,K,MS Core,GEN ED,MATH,MS Math Core,-,1782,69,25.8
14,K,MS Core,GEN ED,MATH,Integrated Algebra,-,123,4,30.8
14,K,MS Core,GEN ED,SCIENCE,MS Science Core,-,1708,66,25.9
14,K,MS Core,GEN ED,SCIENCE,Other Science,-,173,7,24.7
14,K,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,1742,68,25.6
14,K,MS Core,GEN ED,SOCIAL STUDIES,Global History & Geography,-,124,4,31
14,K,MS Core,GEN ED,SOCIAL STUDIES,Other Social Studies,-,80,3,26.7
14,K,MS Core,CTT,ENGLISH,MS English Core,-,323,13,24.8
14,K,MS Core,CTT,MATH,MS Math Core,-,308,12,25.7
14,K,MS Core,CTT,MATH,Integrated Algebra,-,25,1,25
14,K,MS Core,CTT,SCIENCE,MS Science Core,-,357,14,25.5
14,K,MS Core,CTT,SCIENCE,Other Science,-,70,3,23.3
14,K,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,308,12,25.7
14,K,MS Core,CTT,SOCIAL STUDIES,Other Social Studies,-,25,1,25
14,K,MS Core,SPEC ED,ENGLISH,MS English Core,-,202,19,10.6
14,K,MS Core,SPEC ED,MATH,MS Math Core,-,184,17,10.8
14,K,MS Core,SPEC ED,SCIENCE,MS Science Core,-,182,17,10.7
14,K,MS Core,SPEC ED,SCIENCE,Other Science,-,36,3,12
14,K,MS Core,SPEC ED,SOCIAL STUDIES,MS Social Studies Core,-,184,17,10.8
14,K,09-12,GEN ED,ENGLISH,English 9,-,1458,59,24.7
14,K,09-12,GEN ED,ENGLISH,English 10,-,1330,49,27.1
14,K,09-12,GEN ED,ENGLISH,English 11,-,1185,49,24.2
14,K,09-12,GEN ED,ENGLISH,English 12,-,960,42,22.9
14,K,09-12,GEN ED,ENGLISH,MS English Core,-,253,11,23
14,K,09-12,GEN ED,ENGLISH,Other English,-,2210,84,26.3
14,K,09-12,GEN ED,MATH,Integrated Algebra,-,2597,107,24.3
14,K,09-12,GEN ED,MATH,Geometry,-,1576,62,25.4
14,K,09-12,GEN ED,MATH,Trigonometry,-,630,25,25.2
14,K,09-12,GEN ED,MATH,Math A,-,39,2,19.5
14,K,09-12,GEN ED,MATH,Math B,-,87,2,43.5
14,K,09-12,GEN ED,MATH,Other Math,-,606,25,24.2
14,K,09-12,GEN ED,SCIENCE,Earth Science,-,2047,75,27.3
14,K,09-12,GEN ED,SCIENCE,Living Environment,-,2747,107,25.7
14,K,09-12,GEN ED,SCIENCE,Chemistry,-,1319,50,26.4
14,K,09-12,GEN ED,SCIENCE,Physics,-,456,20,22.8
14,K,09-12,GEN ED,SCIENCE,Other Science,-,942,36,26.2
14,K,09-12,GEN ED,SOCIAL STUDIES,Global History & Geography,-,3271,127,25.8
14,K,09-12,GEN ED,SOCIAL STUDIES,US History & Government,-,1782,73,24.4
14,K,09-12,GEN ED,SOCIAL STUDIES,Economics,-,94,4,23.5
14,K,09-12,GEN ED,SOCIAL STUDIES,Participation in Government,-,652,24,27.2
14,K,09-12,GEN ED,SOCIAL STUDIES,Other Social Studies,-,1117,43,26
14,K,09-12,CTT,ENGLISH,English 9,-,495,22,22.5
14,K,09-12,CTT,ENGLISH,English 10,-,424,16,26.5
14,K,09-12,CTT,ENGLISH,English 11,-,378,15,25.2
14,K,09-12,CTT,ENGLISH,English 12,-,156,5,31.2
14,K,09-12,CTT,ENGLISH,MS English Core,-,15,1,15
14,K,09-12,CTT,ENGLISH,Other English,-,499,20,25
14,K,09-12,CTT,MATH,Integrated Algebra,-,1010,41,24.6
14,K,09-12,CTT,MATH,Geometry,-,268,10,26.8
14,K,09-12,CTT,MATH,Trigonometry,-,21,1,21
14,K,09-12,CTT,MATH,Other Math,-,62,3,20.7
14,K,09-12,CTT,SCIENCE,Earth Science,-,510,18,28.3
14,K,09-12,CTT,SCIENCE,Living Environment,-,1036,41,25.3
14,K,09-12,CTT,SCIENCE,Chemistry,-,112,5,22.4
14,K,09-12,CTT,SCIENCE,Physics,-,26,1,26
14,K,09-12,CTT,SCIENCE,Other Science,-,409,14,29.2
14,K,09-12,CTT,SOCIAL STUDIES,Global History & Geography,-,1024,37,27.7
14,K,09-12,CTT,SOCIAL STUDIES,US History & Government,-,517,21,24.6
14,K,09-12,CTT,SOCIAL STUDIES,Economics,-,49,2,24.5
14,K,09-12,CTT,SOCIAL STUDIES,Participation in Government,-,144,5,28.8
14,K,09-12,CTT,SOCIAL STUDIES,Other Social Studies,-,278,10,27.8
14,K,09-12,SPEC ED,ENGLISH,English 9,-,40,3,13.3
14,K,09-12,SPEC ED,ENGLISH,English 10,-,11,1,11
14,K,09-12,SPEC ED,ENGLISH,English 11,-,11,1,11
14,K,09-12,SPEC ED,ENGLISH,MS English Core,-,43,4,10.8
14,K,09-12,SPEC ED,ENGLISH,Other English,-,45,4,11.3
14,K,09-12,SPEC ED,MATH,Integrated Algebra,-,38,3,12.7
14,K,09-12,SPEC ED,MATH,Other Math,-,10,1,10
14,K,09-12,SPEC ED,SCIENCE,Living Environment,-,64,5,12.8
14,K,09-12,SPEC ED,SOCIAL STUDIES,Global History & Geography,-,24,2,12
14,K,09-12,SPEC ED,SOCIAL STUDIES,US History & Government,-,27,2,13.5
15,K,0K,GEN ED,-,-,-,2218,94,23.6
15,K,0K,CTT,-,-,-,453,21,21.6
15,K,0K,G&T,-,-,-,55,3,18.3
15,K,01,GEN ED,-,-,-,2313,101,22.9
15,K,01,CTT,-,-,-,443,20,22.2
15,K,01,G&T,-,-,-,56,3,18.7
15,K,02,GEN ED,-,-,-,2076,91,22.8
15,K,02,CTT,-,-,-,435,19,22.9
15,K,02,G&T,-,-,-,24,1,24
15,K,03,GEN ED,-,-,-,1972,85,23.2
15,K,03,CTT,-,-,-,468,20,23.4
15,K,03,G&T,-,-,-,25,1,25
15,K,04,GEN ED,-,-,-,1829,75,24.4
15,K,04,CTT,-,-,-,437,18,24.3
15,K,04,G&T,-,-,-,47,2,23.5
15,K,05,GEN ED,-,-,-,1760,72,24.4
15,K,05,CTT,-,-,-,419,18,23.3
15,K,05,G&T,-,-,-,60,3,20
15,K,06,GEN ED,-,-,-,908,36,25.2
15,K,06,CTT,-,-,-,437,19,23
15,K,06,G&T,-,-,-,146,5,29.2
15,K,07,GEN ED,-,-,-,1032,38,27.2
15,K,07,CTT,-,-,-,426,18,23.7
15,K,07,G&T,-,-,-,123,4,30.8
15,K,08,GEN ED,-,-,-,1143,42,27.2
15,K,08,CTT,-,-,-,365,16,22.8
15,K,08,G&T,-,-,-,149,5,29.8
15,K,0K-09,SPEC ED,-,-,12:1,260,25,10.4
15,K,0K-09,SPEC ED,-,-,12:1:1,602,61,9.9
15,K,0K-09,SPEC ED,-,-,8:1:1,12,1,12
15,K,MS Core,GEN ED,ENGLISH,MS English Core,-,3541,133,26.6
15,K,MS Core,GEN ED,MATH,MS Math Core,-,3082,119,25.9
15,K,MS Core,GEN ED,MATH,Integrated Algebra,-,366,13,28.2
15,K,MS Core,GEN ED,SCIENCE,MS Science Core,-,3187,121,26.3
15,K,MS Core,GEN ED,SCIENCE,Earth Science,-,64,2,32
15,K,MS Core,GEN ED,SCIENCE,Living Environment,-,215,10,21.5
15,K,MS Core,GEN ED,SCIENCE,Other Science,-,232,8,29
15,K,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,3344,124,27
15,K,MS Core,GEN ED,SOCIAL STUDIES,US History & Government,-,131,6,21.8
15,K,MS Core,CTT,ENGLISH,MS English Core,-,1388,59,23.5
15,K,MS Core,CTT,MATH,MS Math Core,-,1118,48,23.3
15,K,MS Core,CTT,MATH,Trigonometry,-,20,1,20
15,K,MS Core,CTT,SCIENCE,MS Science Core,-,1221,51,23.9
15,K,MS Core,CTT,SCIENCE,Living Environment,-,23,1,23
15,K,MS Core,CTT,SCIENCE,Other Science,-,393,16,24.6
15,K,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,1259,52,24.2
15,K,MS Core,SPEC ED,ENGLISH,MS English Core,-,246,24,10.3
15,K,MS Core,SPEC ED,MATH,MS Math Core,-,183,18,10.2
15,K,MS Core,SPEC ED,SCIENCE,MS Science Core,-,212,21,10.1
15,K,MS Core,SPEC ED,SOCIAL STUDIES,MS Social Studies Core,-,201,20,10.1
15,K,MS Core,SPEC ED,SOCIAL STUDIES,US History & Government,-,11,1,11
15,K,09-12,GEN ED,ENGLISH,English 9,-,1055,41,25.7
15,K,09-12,GEN ED,ENGLISH,English 10,-,1188,51,23.3
15,K,09-12,GEN ED,ENGLISH,English 11,-,1018,44,23.1
15,K,09-12,GEN ED,ENGLISH,English 12,-,774,32,24.2
15,K,09-12,GEN ED,ENGLISH,Other English,-,1568,68,23.1
15,K,09-12,GEN ED,MATH,Integrated Algebra,-,1688,74,22.8
15,K,09-12,GEN ED,MATH,Geometry,-,1146,48,23.9
15,K,09-12,GEN ED,MATH,Trigonometry,-,444,18,24.7
15,K,09-12,GEN ED,MATH,Math A,-,62,3,20.7
15,K,09-12,GEN ED,MATH,Other Math,-,471,22,21.4
15,K,09-12,GEN ED,SCIENCE,Earth Science,-,1595,57,28
15,K,09-12,GEN ED,SCIENCE,Living Environment,-,2020,77,26.2
15,K,09-12,GEN ED,SCIENCE,Chemistry,-,700,25,28
15,K,09-12,GEN ED,SCIENCE,Physics,-,424,16,26.5
15,K,09-12,GEN ED,SCIENCE,Other Science,-,1062,47,22.6
15,K,09-12,GEN ED,SOCIAL STUDIES,Global History & Geography,-,2392,91,26.3
15,K,09-12,GEN ED,SOCIAL STUDIES,US History & Government,-,1189,49,24.3
15,K,09-12,GEN ED,SOCIAL STUDIES,Economics,-,138,7,19.7
15,K,09-12,GEN ED,SOCIAL STUDIES,Participation in Government,-,629,27,23.3
15,K,09-12,GEN ED,SOCIAL STUDIES,Other Social Studies,-,642,27,23.8
15,K,09-12,CTT,ENGLISH,English 9,-,191,7,27.3
15,K,09-12,CTT,ENGLISH,English 10,-,205,7,29.3
15,K,09-12,CTT,ENGLISH,English 11,-,175,6,29.2
15,K,09-12,CTT,ENGLISH,English 12,-,138,6,23
15,K,09-12,CTT,ENGLISH,Other English,-,257,10,25.7
15,K,09-12,CTT,MATH,Integrated Algebra,-,336,14,24
15,K,09-12,CTT,MATH,Geometry,-,168,6,28
15,K,09-12,CTT,MATH,Trigonometry,-,30,1,30
15,K,09-12,CTT,MATH,Math A,-,31,1,31
15,K,09-12,CTT,MATH,Other Math,-,37,2,18.5
15,K,09-12,CTT,SCIENCE,Earth Science,-,283,10,28.3
15,K,09-12,CTT,SCIENCE,Living Environment,-,281,11,25.5
15,K,09-12,CTT,SCIENCE,Chemistry,-,57,2,28.5
15,K,09-12,CTT,SCIENCE,Physics,-,31,1,31
15,K,09-12,CTT,SCIENCE,Other Science,-,208,8,26
15,K,09-12,CTT,SOCIAL STUDIES,Global History & Geography,-,361,12,30.1
15,K,09-12,CTT,SOCIAL STUDIES,US History & Government,-,137,5,27.4
15,K,09-12,CTT,SOCIAL STUDIES,Participation in Government,-,90,4,22.5
15,K,09-12,CTT,SOCIAL STUDIES,Other Social Studies,-,246,8,30.8
15,K,09-12,SPEC ED,ENGLISH,English 9,-,23,3,7.7
15,K,09-12,SPEC ED,ENGLISH,English 10,-,42,5,8.4
15,K,09-12,SPEC ED,ENGLISH,English 11,-,19,2,9.5
15,K,09-12,SPEC ED,ENGLISH,English 12,-,28,4,7
15,K,09-12,SPEC ED,ENGLISH,Other English,-,76,7,10.9
15,K,09-12,SPEC ED,MATH,Integrated Algebra,-,40,4,10
15,K,09-12,SPEC ED,MATH,Geometry,-,25,2,12.5
15,K,09-12,SPEC ED,MATH,Other Math,-,39,3,13
15,K,09-12,SPEC ED,SCIENCE,Living Environment,-,30,3,10
15,K,09-12,SPEC ED,SCIENCE,Other Science,-,105,9,11.7
15,K,09-12,SPEC ED,SOCIAL STUDIES,Global History & Geography,-,72,7,10.3
15,K,09-12,SPEC ED,SOCIAL STUDIES,US History & Government,-,26,3,8.7
15,K,09-12,SPEC ED,SOCIAL STUDIES,Participation in Government,-,28,4,7
16,K,0K,GEN ED,-,-,-,606,29,20.9
16,K,0K,CTT,-,-,-,127,6,21.2
16,K,0K,G&T,-,-,-,12,1,12
16,K,01,GEN ED,-,-,-,608,30,20.3
16,K,01,CTT,-,-,-,112,5,22.4
16,K,01,G&T,-,-,-,38,2,19
16,K,02,GEN ED,-,-,-,604,31,19.5
16,K,02,CTT,-,-,-,120,6,20
16,K,03,GEN ED,-,-,-,593,32,18.5
16,K,03,CTT,-,-,-,82,5,16.4
16,K,03,G&T,-,-,-,41,2,20.5
16,K,04,GEN ED,-,-,-,641,30,21.4
16,K,04,CTT,-,-,-,125,6,20.8
16,K,04,G&T,-,-,-,41,2,20.5
16,K,05,GEN ED,-,-,-,635,27,23.5
16,K,05,CTT,-,-,-,104,5,20.8
16,K,05,G&T,-,-,-,19,1,19
16,K,06,GEN ED,-,-,-,395,17,23.2
16,K,06,CTT,-,-,-,121,6,20.2
16,K,07,GEN ED,-,-,-,387,17,22.8
16,K,07,CTT,-,-,-,95,5,19
16,K,08,GEN ED,-,-,-,466,20,23.3
16,K,08,CTT,-,-,-,40,2,20
16,K,0K-09,SPEC ED,-,-,12:1,90,9,10
16,K,0K-09,SPEC ED,-,-,12:1:1,479,50,9.6
16,K,MS Core,GEN ED,ENGLISH,MS English Core,-,756,33,22.9
16,K,MS Core,GEN ED,MATH,MS Math Core,-,535,23,23.3
16,K,MS Core,GEN ED,MATH,Integrated Algebra,-,27,1,27
16,K,MS Core,GEN ED,SCIENCE,MS Science Core,-,478,21,22.8
16,K,MS Core,GEN ED,SCIENCE,Living Environment,-,27,1,27
16,K,MS Core,GEN ED,SCIENCE,Other Science,-,201,9,22.3
16,K,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,524,23,22.8
16,K,MS Core,GEN ED,SOCIAL STUDIES,Other Social Studies,-,201,9,22.3
16,K,MS Core,CTT,ENGLISH,MS English Core,-,153,7,21.9
16,K,MS Core,CTT,MATH,MS Math Core,-,82,4,20.5
16,K,MS Core,CTT,SCIENCE,MS Science Core,-,82,4,20.5
16,K,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,82,4,20.5
16,K,MS Core,SPEC ED,ENGLISH,MS English Core,-,53,5,10.6
16,K,MS Core,SPEC ED,MATH,MS Math Core,-,42,4,10.5
16,K,MS Core,SPEC ED,SCIENCE,MS Science Core,-,31,3,10.3
16,K,MS Core,SPEC ED,SCIENCE,Other Science,-,11,1,11
16,K,MS Core,SPEC ED,SOCIAL STUDIES,MS Social Studies Core,-,42,4,10.5
16,K,MS Core,SPEC ED,SOCIAL STUDIES,Other Social Studies,-,11,1,11
16,K,09-12,GEN ED,ENGLISH,English 9,-,721,32,22.5
16,K,09-12,GEN ED,ENGLISH,English 10,-,796,26,30.6
